date,year,month,AverageTemperatureCelsius
1768-04-01,1768,4,6.314000000000001
1768-05-01,1768,5,11.836
1768-05-01,1768,5,11.217999999999998
1768-06-01,1768,6,16.592
1768-06-01,1768,6,15.272
1768-07-01,1768,7,18.732000000000003
1768-07-01,1768,7,17.405
1768-08-01,1768,8,17.343
1768-08-01,1768,8,16.442999999999998
1768-09-01,1768,9,12.201
1768-09-01,1768,9,11.768999999999998
1768-10-01,1768,10,6.211
1768-10-01,1768,10,6.509
1768-11-01,1768,11,2.1250000000000018
1768-11-01,1768,11,2.7150000000000003
1768-12-01,1768,12,-1.0739999999999996
1768-12-01,1768,12,-0.9689999999999996
1769-01-01,1769,1,-2.119
1769-01-01,1769,1,-1.0490000000000006
1769-02-01,1769,2,-2.998
1769-02-01,1769,2,-1.8630000000000004
1769-03-01,1769,3,1.617999999999999
1769-03-01,1769,3,1.7800000000000002
1769-04-01,1769,4,7.754
1769-04-01,1769,4,7.227
1769-05-01,1769,5,12.869
1769-05-01,1769,5,11.224000000000002
1769-06-01,1769,6,17.319
1769-06-01,1769,6,15.347999999999995
1769-07-01,1769,7,18.223
1769-07-01,1769,7,16.954
1769-08-01,1769,8,16.810999999999996
1769-08-01,1769,8,15.52
1769-09-01,1769,9,13.479
1769-09-01,1769,9,13.231000000000002
1769-10-01,1769,10,3.399000000000001
1769-10-01,1769,10,3.6020000000000016
1769-11-01,1769,11,0.8310000000000015
1769-11-01,1769,11,2.4429999999999987
1769-12-01,1769,12,-3.0630000000000006
1769-12-01,1769,12,-1.2239999999999993
1770-01-01,1770,1,-4.961
1770-01-01,1770,1,-3.698000000000001
1770-02-01,1770,2,-2.776
1770-02-01,1770,2,-1.7130000000000003
1770-03-01,1770,3,-3.071
1770-03-01,1770,3,-1.828000000000001
1770-04-01,1770,4,7.2570000000000014
1770-04-01,1770,4,5.604000000000002
1770-05-01,1770,5,12.955000000000002
1770-05-01,1770,5,11.86
1770-06-01,1770,6,15.972
1770-06-01,1770,6,14.675
1770-07-01,1770,7,17.355
1770-07-01,1770,7,16.346
1770-08-01,1770,8,17.328
1770-08-01,1770,8,16.282999999999998
1770-09-01,1770,9,14.244000000000003
1770-09-01,1770,9,13.818
1770-10-01,1770,10,8.836999999999998
1770-10-01,1770,10,8.274000000000001
1770-11-01,1770,11,2.0649999999999995
1770-11-01,1770,11,2.879000000000001
1770-12-01,1770,12,0.2209999999999981
1770-12-01,1770,12,1.1360000000000012
1771-01-01,1771,1,-4.757000000000001
1771-01-01,1771,1,-3.3170000000000006
1771-02-01,1771,2,-5.440000000000001
1771-03-01,1771,3,-3.5720000000000005
1771-03-01,1771,3,-2.4579999999999997
1771-04-01,1771,4,3.833
1771-04-01,1771,4,2.8119999999999994
1771-05-01,1771,5,14.182
1771-05-01,1771,5,14.037
1771-06-01,1771,6,17.759
1771-06-01,1771,6,15.571000000000002
1771-07-01,1771,7,17.773
1771-07-01,1771,7,16.128
1771-08-01,1771,8,16.386
1771-08-01,1771,8,15.236
1771-09-01,1771,9,13.333000000000002
1771-09-01,1771,9,13.021000000000004
1771-10-01,1771,10,8.011000000000003
1771-10-01,1771,10,7.906999999999998
1771-11-01,1771,11,-0.5180000000000007
1771-11-01,1771,11,-0.2630000000000009
1771-12-01,1771,12,-1.4289999999999994
1771-12-01,1771,12,-0.4020000000000006
1772-01-01,1772,1,-4.07
1772-01-01,1772,1,-1.8489999999999995
1772-02-01,1772,2,-3.873
1772-02-01,1772,2,-0.3200000000000003
1772-03-01,1772,3,0.2139999999999986
1772-03-01,1772,3,2.224
1772-04-01,1772,4,6.959999999999999
1772-04-01,1772,4,6.278000000000002
1772-05-01,1772,5,10.847
1772-05-01,1772,5,9.637999999999998
1772-06-01,1772,6,17.161999999999995
1772-06-01,1772,6,16.521
1772-07-01,1772,7,18.718000000000004
1772-07-01,1772,7,17.39
1772-08-01,1772,8,17.864999999999995
1772-08-01,1772,8,16.773999999999997
1772-09-01,1772,9,13.896
1772-09-01,1772,9,13.973
1772-10-01,1772,10,9.019999999999998
1772-10-01,1772,10,8.995000000000001
1772-11-01,1772,11,5.291999999999998
1772-11-01,1772,11,5.523000000000001
1772-12-01,1772,12,-0.1439999999999999
1772-12-01,1772,12,0.2779999999999994
1773-01-01,1773,1,-3.901
1773-01-01,1773,1,-1.2710000000000004
1773-02-01,1773,2,-3.641999999999999
1773-02-01,1773,2,-2.485999999999999
1773-03-01,1773,3,0.7520000000000001
1773-03-01,1773,3,0.9689999999999996
1773-04-01,1773,4,8.572
1773-04-01,1773,4,7.135000000000002
1773-05-01,1773,5,16.001
1773-05-01,1773,5,14.409
1773-06-01,1773,6,16.57
1773-06-01,1773,6,15.039
1773-07-01,1773,7,18.668
1773-07-01,1773,7,16.58
1773-08-01,1773,8,18.056
1773-08-01,1773,8,16.54
1773-09-01,1773,9,14.683999999999996
1773-09-01,1773,9,14.102
1773-10-01,1773,10,9.263999999999998
1773-10-01,1773,10,9.367
1773-11-01,1773,11,2.054000000000001
1773-11-01,1773,11,2.8189999999999986
1773-12-01,1773,12,0.4779999999999991
1773-12-01,1773,12,1.8440000000000007
1774-01-01,1774,1,-6.676
1774-01-01,1774,1,-3.7040000000000006
1774-02-01,1774,2,-1.911000000000001
1774-02-01,1774,2,-0.5680000000000006
1774-03-01,1774,3,2.384000000000002
1774-03-01,1774,3,3.338000000000001
1774-04-01,1774,4,9.488999999999995
1774-04-01,1774,4,9.22
1774-05-01,1774,5,15.428
1774-05-01,1774,5,13.149
1774-06-01,1774,6,19.166000000000004
1774-06-01,1774,6,17.083000000000002
1774-07-01,1774,7,19.62
1774-07-01,1774,7,17.457
1774-08-01,1774,8,17.844000000000005
1774-08-01,1774,8,16.878
1774-09-01,1774,9,12.495
1774-09-01,1774,9,11.992
1774-10-01,1774,10,7.220000000000002
1774-10-01,1774,10,7.678000000000001
1774-11-01,1774,11,-3.7920000000000007
1774-11-01,1774,11,-2.329
1774-12-01,1774,12,-4.249
1774-12-01,1774,12,-2.9740000000000006
1775-01-01,1775,1,-4.375
1775-01-01,1775,1,-2.676
1775-02-01,1775,2,0.1550000000000019
1775-02-01,1775,2,2.1869999999999994
1775-03-01,1775,3,3.5249999999999995
1775-03-01,1775,3,3.916
1775-04-01,1775,4,6.160999999999998
1775-04-01,1775,4,5.1720000000000015
1775-05-01,1775,5,12.53
1775-05-01,1775,5,11.068000000000003
1775-06-01,1775,6,18.937
1775-06-01,1775,6,18.012
1775-07-01,1775,7,20.033
1775-07-01,1775,7,18.345
1775-08-01,1775,8,20.441999999999997
1775-08-01,1775,8,19.116
1775-09-01,1775,9,15.872999999999998
1775-09-01,1775,9,15.142000000000005
1775-10-01,1775,10,9.659
1775-10-01,1775,10,9.288000000000002
1775-11-01,1775,11,1.963
1775-11-01,1775,11,2.8060000000000014
1775-12-01,1775,12,-1.6719999999999997
1775-12-01,1775,12,-0.755000000000001
1776-01-01,1776,1,-10.67
1776-01-01,1776,1,-9.421
1776-02-01,1776,2,-0.1849999999999991
1776-02-01,1776,2,1.0750000000000013
1776-03-01,1776,3,2.181999999999999
1776-03-01,1776,3,3.104000000000001
1776-04-01,1776,4,6.589
1776-04-01,1776,4,6.1800000000000015
1776-05-01,1776,5,11.787
1776-05-01,1776,5,10.081
1776-06-01,1776,6,17.878999999999998
1776-06-01,1776,6,16.008
1776-07-01,1776,7,19.551
1776-07-01,1776,7,17.759
1776-08-01,1776,8,18.410000000000004
1776-08-01,1776,8,17.028
1776-09-01,1776,9,13.095
1776-09-01,1776,9,12.561
1776-10-01,1776,10,6.646999999999999
1776-10-01,1776,10,6.683999999999999
1776-11-01,1776,11,1.6530000000000002
1776-11-01,1776,11,2.222999999999998
1776-12-01,1776,12,-2.164
1776-12-01,1776,12,-1.8850000000000005
1777-01-01,1777,1,-4.771000000000001
1777-01-01,1777,1,-3.832
1777-02-01,1777,2,-4.597
1777-02-01,1777,2,-2.645999999999999
1777-03-01,1777,3,0.7509999999999984
1777-03-01,1777,3,2.091000000000002
1777-04-01,1777,4,4.871999999999998
1777-04-01,1777,4,4.569000000000002
1777-05-01,1777,5,14.368999999999996
1777-05-01,1777,5,12.553
1777-06-01,1777,6,16.702
1777-06-01,1777,6,15.004
1777-07-01,1777,7,17.284
1777-07-01,1777,7,15.789
1777-08-01,1777,8,17.392
1777-08-01,1777,8,16.841
1777-09-01,1777,9,11.78
1777-09-01,1777,9,11.556000000000004
1777-10-01,1777,10,6.392999999999998
1777-10-01,1777,10,7.354000000000001
1777-11-01,1777,11,3.5940000000000003
1777-11-01,1777,11,4.249000000000001
1777-12-01,1777,12,-1.640000000000001
1777-12-01,1777,12,-1.239
1778-01-01,1778,1,-3.862
1778-01-01,1778,1,-1.93
1778-02-01,1778,2,-3.892000000000001
1778-02-01,1778,2,-2.483
1778-03-01,1778,3,1.7599999999999996
1778-03-01,1778,3,2.578
1778-04-01,1778,4,10.017
1778-04-01,1778,4,9.351999999999997
1778-05-01,1778,5,14.466999999999995
1778-05-01,1778,5,13.336999999999998
1778-06-01,1778,6,17.152
1778-06-01,1778,6,15.262
1778-07-01,1778,7,20.282
1778-07-01,1778,7,19.41
1778-08-01,1778,8,18.252
1778-08-01,1778,8,17.462000000000003
1778-09-01,1778,9,12.5
1778-09-01,1778,9,11.380000000000004
1778-10-01,1778,10,5.540999999999999
1778-10-01,1778,10,6.026999999999998
1778-11-01,1778,11,2.3989999999999987
1778-11-01,1778,11,4.141999999999999
1778-12-01,1778,12,1.4090000000000005
1778-12-01,1778,12,3.074999999999998
1779-01-01,1779,1,-5.670999999999999
1779-01-01,1779,1,-4.8100000000000005
1779-02-01,1779,2,1.3709999999999982
1779-02-01,1779,2,2.215999999999999
